ID,Date,Company,Title,Description,Function,Link,Link_picture
2566993786,2021-05-08,Synopsys Inc,Intern (Technical-Engineering),"Intern (Technical-Engineering)

We're looking for an Intern to join the team.

Does this sound like a good role for you?

You will engage in Applications Engineer efforts in IG team (PwC).

Roles And Responsibilities

You will be responsible for providing technical support to field engineers, technicians, and product support by diagnosing, troubleshooting, repairing and debugging complex electronic equipment, computer systems and/or complex software. Report design, reliability and maintenance problems or bugs to software engineering. You may be involved in customer installation and training. You will provide support to customer/users where the product is highly technical or sophisticated in nature. You will work on routine applications problems with some guidance from more senior department managers. Small tasks involving product specs and/or features with moderate complexity with target completion dates. You will provide technical notes to internal customers.","Tecnología de la información, Ingeniería",https://cl.linkedin.com/jobs/view/intern-technical-engineering-at-synopsys-inc-2566993786?refId=xZxCYK6f2GIlmYnI54nF1Q%3D%3D&trackingId=RTMp65b7MQMg9s8UZ5hgAg%3D%3D&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp1.licdn.com/dms/image/C4E0BAQEq7MVORIs3MA/company-logo_100_100/0/1519855929274?e=1631145600&v=beta&t=fS9aOU25wxm_WS_ADd5kGCY5KxpF2nMeFGwMDOaywiE
2322720155,2020-11-25,Sovos,Software Support Intern,"We are building the future of Global Compliance Software. We want you to build your future with us!

Rising Stars Internship 

If you are excited to hone your skills by supporting business priorities, grow as professional and have fun while doing it; our Rising Stars Internship program is for you!

Each year Sovos welcomes Rising Stars to our offices in Chile for an internship experience. Rising Stars are immersed into Sovos culture right away by participating in our Whole Living Program, day to day department activities, and weekly professional development sessions.

Our Rising Stars program is designed to challenge you to further develop your business acumen, see what it’s like to work in a B2B software company, and find out why Sovos is a Great Place to Work!

What To Expect

 

Gain valuable real-world experience and make a significant and lasting impact on our business

 

Learn more about Sovos’ products and experience working alongside Sovosians and immerse yourself into our company culture

 

Participate in weekly professional development sessions led by the Sovos Leadership team and HR team 

 

What We Need From You

 

Currently attending a College or University majoring in Computer Science, MIS, Computer Engineering or a related technical fields

 

Personal drive to make things happen 

 

Ability to bring creativity & innovation to their work 

 

Have strong analytical thinking and problem-solving skills 

 

Collaborate well with diverse groups of people & passion to help others

 

Advance English

 

Key Takeaways

 

No matter what your title is; at Sovos your voice and opinions can influence major decisions

 

The Sovos culture is a community where you can be your “true self” and are encouraged to seek growth opportunities

 

Sovos’ open door policy is invaluable to personal and professional growth",Tecnología de la información,https://cl.linkedin.com/jobs/view/software-support-intern-at-sovos-2322720155?refId=xZxCYK6f2GIlmYnI54nF1Q%3D%3D&trackingId=mWa7D0W2iGYtBc%2BElMQq4g%3D%3D&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4E0BAQEcM_VqUIRTLw/company-logo_100_100/0/1544126355555?e=1631145600&v=beta&t=iOPK4x3t2lGXXtqJwko0u-hX6CJ8LqzZ9il5tFb357Q
2560858369,2021-05-26,Nokia,SDN & Automation Developer Intern - Santiago,"This position is limited to students that are registered in a recognized internship program at a University in Santiago de Chile. 

 Nokia is a global leader in technologies that connect people and things. With state-of-the-art software, hardware, and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud, and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. 

Overview

As a Developer Co-op LAT for Nokia, you will be responsible for developing web applications and automation tools to address real business challenges faced by the regional SDN & Automation Customer Engineering team in Latin America. You will collaborate with various organizations on internal and external projects to identify areas for improvement and build functional prototypes to showcase potential solutions. In this role, you will be responsible for developing scripts to enable different aspects of Network Automation, as well as designing and implementing web-based tools, both for internal consumption as well as customer-facing applications. Ultimately, you will improve how our organization and business operates to help better support and service our Customer.

We are a world-class and diverse company, and as a result, you will find a diverse group of people tackling business issues. We work with cross-functional teams to create new business solutions and process improvements. As a Co-op, you will work with industry professionals, learn and benefit from their experience, exposure, and mentorship yet we will value your ideas and perspective. This is the culture of Nokia, one you will cherish being part of.

Desired Skills

 

 You are working towards a bachelor’s or master’s degree in Computer Science, Engineering, or Information Systems or a related field from an accredited university. 

 

 Fluent in English is a must. Proficiency in Portuguese is a plus. 

 

 In-depth knowledge of Python for scripting and automation. 

 

 Knowledge of Linux-based operative systems. 

 

 Experience with web development, using technologies like JavaScript, Flask, Bootstrap, CSS, and HTML. 

 

 Confident in coming up with innovative solutions. 

 

 Possess a high level of customer focus and service excellence as you seek practical solutions. 

 

 Strong collaboration skills with internal/external customers and cross-functional teams. 

 

 Superb social skills, “can do” attitude, and a team player in a global environment. 

 

 Possess effective time-management skills and the ability to prioritize work assignments. 

 

Nice-to-have Skills (not Mandatory)

 

 Knowledge of basic virtualization and/or containerization technologies, such as KVM, VMware, Docker, Kubernetes, etc. 

 

 Networking knowledge, including basic knowledge of the TCP/IP protocol stack. 

 

 Experience working with data visualization tools for network monitoring, such as Grafana, Kibana, and Zabbix. 

 

 Knowledge of JSON, XML, Protobufs, and other serialized data formats. 

 

 Experience working with agile methodologies (Scrum, Kanban, Extreme Programming, etc.) 

 

 Experience working with Jira. 

 

 Good RDBMS skills, preferably working experience. 

 

 Some working experience with SharePoint and Office 365 applications integration. 

 

 SharePoint Online and/or Designer website development experience. 

 

 Provide a link to your portfolio with your resume

 We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. 

Job

Trainee - Trainee

Primary Location

Latin Americas-Chile-Chile-Santiago

Schedule

Full-time",Control de calidad,https://cl.linkedin.com/jobs/view/sdn-automation-developer-intern-santiago-at-nokia-2560858369?refId=xZxCYK6f2GIlmYnI54nF1Q%3D%3D&trackingId=fl8OAMKmcQ%2B4w6OKaLYLFA%3D%3D&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4D0BAQG0nzntznSIQg/company-logo_100_100/0/1539073820398?e=1631145600&v=beta&t=qBqmM1QLiKRyy6JALIpc05URyxNB_n4LRTXFNyoaRPw
2520770159,2021-04-26,ServiceRocket,Apps Support Intern,"Description

ServiceRocket is trusted by thousands of enterprises, helping them get the most out of their software and transforming the way they do business. Headquartered in Palo Alto with offices in Bengaluru, Sydney, Santiago, London, Toronto, and Kuala Lumpur, our products and services help clients accelerate alignment, reduce friction, and connect with their teams, partners and customers.

Working at ServiceRocket is more than a job. Our five core values drive our actions and work environment. Our employees, the Rocketeers, fuel our success. But don't just take our word for it – Explore what it’s like to wear the rocket.

We are seeking a customer-centric Support Engineer Intern to join our fantastic team in Santiago. The primary responsibility of this position is to provide world-class support to the customers of ServiceRocket’s Add-ons. As a Support Engineer Intern, you will be responsible to own, troubleshoot, identify and resolve add-ons problems through effective communication with customers.

Strong verbal and written English is a key requirement of this role, so please provide an English resume when applying.***

Key Responsibilities

Shift work may be required

Flexible to work on Santiago public holidays, rotation based.

Flexible to work a late Shift (11am to 8pm), rotation based.

Flexible to work on weekends.

Communicating efficiently and effectively with our customers

Owning customer communications and issues from initial contact until resolution

Becoming an encyclopedia of knowledge about how our add-ons works and what it is capable of

Solve technical problems for customers on a daily basis

Being the one responsible, along with the Support team, to ensure that all customers have a great experience with the add-ons

Working together with support, development and product teams to identify bugs and synthesizing the diverse feedback you hear from our customers, offer informed opinions on potential solutions

Resolve issues raised within SLA with the aim of preventing future problems

Learn, document and share knowledge with others

Minimum Position Requirements or What Skills Do I Need?:

Degree in Information Technology, Computer Science or equivalent

A genuine enjoyment of technology

Excellent communication and writing skills

The ability to explain complex topics in easy to understand and concise language [English]

Willingness to take on new challenges and environments

Good troubleshooting and problem-solving abilities

Passion for working with customers all day

Ambition, eagerness and the will to learn and improve upon your own skills

Thinking team

Enthusiastically helps customers understand the value of our products pre-sale

Ability to demonstrate how to use and create value with our products in pre-sales situations

A friendly, curious and skilled listener committed to helping customers succeed and benefit from using our products

Knowledge In The Following Areas Will Be An Advantage

An understanding of internet culture and add-ons trend

Windows/Mac OSX/Linux operating systems experience

Knowledge on Network Protocols: TCP/IP, DNS, FTP, HTTP, HTTPS, FTP, SFTP, SSH, SSL

Experience on Salesforce is a plus

Working knowledge with HTML, CSS, JavaScript, APIs, PHP

RDBMS experience (Oracle, PostgreSQL, SQL Server or similar)

Experience on Atlassian products (Jira, Confluence)

Experience on web servers (Apache, Tomcat) or web-application servers

Programming experience, preferably in Java and PHP

*Only shortlisted candidates will be notified*","Atención al cliente, Tecnología de la información",https://cl.linkedin.com/jobs/view/apps-support-intern-at-servicerocket-2520770159?refId=xZxCYK6f2GIlmYnI54nF1Q%3D%3D&trackingId=PewqclAH3j%2FW%2BCf0pLXa6w%3D%3D&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C560BAQEsP_kv5KRpbQ/company-logo_100_100/0/1623080252245?e=1631145600&v=beta&t=YEe2tClS7OyN_Imqb5_zbAixS855wT1vYulSLz3NqFE
2547606483,2021-05-17,Tu Firma Digital,Practicante universitaria,Buscamos estudiantes de ingeniería comercial para incorporarse al equipo comercial de Zona Sur. ,,https://cl.linkedin.com/jobs/view/practicante-universitaria-at-tu-firma-digital-2547606483?refId=xZxCYK6f2GIlmYnI54nF1Q%3D%3D&trackingId=XyRMP2XVpEB0Ngz7gMzg%2Bg%3D%3D&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C560BAQE1wyvMfDgR4A/company-logo_100_100/0/1519899654840?e=1631145600&v=beta&t=jUxKKMjGu5BFg2WX7G9pYmpdFroamrsLNybA1W8_4Q0
2565944103,2021-05-25,Instituto Profesional IACC,Programa Semillero de Talentos Práctica Profesional,"Programa Semillero de Talento (Jóvenes Profesiones ? Práctica Profesional) ¿Quieres que tu primera experiencia laboral sea extraordinaria? ¡Súmate! Instituto Profesional IACC, está desarrollando un Programa de Semilleros de Talento (jóvenes profesionales) para estudiantes en Práctica, en donde tendrán la oportunidad de desarrollar proyectos de alto impacto. Buscamos personas motivadas, que se sientan cómodos en la modalidad online, con... (Más información al postular)

Metropolitana, Providencia 24/05/2021 Reservado Jornada Parcial/part time

 REQUISITOS SOLICITADOS 

Experiencia

 Nivel educacional:

No requerida","Educación, Formación",https://cl.linkedin.com/jobs/view/programa-semillero-de-talentos-pr%C3%A1ctica-profesional-at-instituto-profesional-iacc-2565944103?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=3Bqc1T7B%2BKd8JY%2Fur1L3wQ%3D%3D&position=1&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp1.licdn.com/dms/image/C4D0BAQFMUUY7WY_xFg/company-logo_100_100/0/1575052069825?e=1631145600&v=beta&t=yPoX8sLmr3XBhqA_IICro6NteqKjEbWJcDHWc2uGMro
2577096515,2021-05-21,jobs in time medical GmbH,Onboarding Intern (Práctica Profesional),"¿Te gustaría aprender sobre los procesos de Onboarding y comenzar tu carrera profesional en el área?

Te contamos que en Time Jobs estamos buscando a una persona como tú, que se una al equipo de operaciones Chile, y quiera hacer su practica por al menos 2 meses!

Si te interesa ser parte de este desafío, en una empresa joven y líder en los servicios Staffing On Demand dentro de LATAM tienes que postular!

Dentro De Las Funciones Se Encuentra

 Revisión de registro de jobbers 

 Recepción y revisión de documentación de jobbers (acuerdo marco/antecedentes legales)

 Capacitación de jobbers 

 Control de asistencia de jobbers a inducciones 

 Activación de jobbers 

 Feedback de jobbers 

Condiciones

 Jornada completa 

Requisitos

 Estudiantes de carreras de administración o afines. 

¡No dudamos que vas a aprender y que puedes comenzar tu carrera profesional con nosotros!","Educación, Formación",https://cl.linkedin.com/jobs/view/onboarding-intern-pr%C3%A1ctica-profesional-at-jobs-in-time-medical-gmbh-2577096515?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=MMb0wQeAXJiENWnQTNiu4w%3D%3D&position=2&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4D0BAQFGKmCnXULhYA/company-logo_100_100/0/1541691996711?e=1631145600&v=beta&t=xXfXUBXbhy1ly7AdnQnGscASHYRkRGKbvgtNdLBsYQk
2564432918,2021-05-24,GoodMeal,Sales Specialist Intern (Práctica Profesional),"Un tercio de los alimentos 🥕🧁 en el mundo son desperdiciados, generando un sinnúmero de consecuencias en nuestro planeta. Tanto así que ¡el 8% de las emisiones de gases de efecto invernadero provienen del desperdicio de alimentos!

En GoodMeal, somos ambiciosos: Tenemos la misión de construir un mejor sistema alimentario para todos empoderando a las personas a tomar acción concreta contra el desperdicio de alimentos 💚😎.

Somos la app número uno de Chile para combatir el desperdicio de alimentos⭐. Trabajamos con cientos de restaurantes y minoristas de comida para que los excedentes de alimentos estén disponibles para los consumidores locales. La magia de GoodMeal se ha expandido rápidamente en la Región Metropolitana y de Valparaíso , con más de 20.000 comidas rescatadas a la fecha 🚀.

Estamos orgullosos de lo que hemos logrado hasta ahora, pero ¿mencionamos que el problema es gigantesco? Para eso te necesitamos:

Estamos buscando un practicante de ventas excepcional en 

Santiago

 para unirse al equipo de superestrellas en GoodMeal y que nos ayude a seguir expandiendo el movimiento en Chile 💪🌎.

Tu misión

Desarrolla tus ventas mientras eres parte de la lucha contra el desperdicio de alimentos que lleve a GoodMeal al siguiente nivel.

Qué harás y aprenderás

Trabajarás en estrecha colaboración con nuestro equipo de ventas para garantizar una experiencia de primera clase a establecimientos nuevos y existentes 📈.

Ampliarás nuestra red de ventas en Santiago contactando nuevos establecimientos y consiguiendo que se unan al movimiento GoodMeal 🤝.

Utilizarás tus sólidas habilidades de comunicación para persuadir y negociar con establecimientos reacios para explicar cómo es GoodMeal y el triple impacto que generamos (persona-negocio-planeta).

Apoyarás en el proceso de onboarding a nuevos establecimientos y te convertirás en su principal punto de contacto para maximizar su experiencia junto a GoodMeal durante la fase inicial.

Requisitos

Quieres desarrollar tu carrera en Ventas y estás motivado por trabajar hacia los objetivos.

Estás ubicado en 

Santiago

.

Eres una persona autónoma y organizada: Te encanta hacer las cosas de manera eficiente.

Pasión por la sostenibilidad y la lucha contra el desperdicio de alimentos.

Eres un comunicador innato que escucha y comprende las necesidades de nuestros futuros socios y tiene las respuestas y soluciones a sus necesidades 🌎.

Tus excelentes habilidades con las personas te permiten conectarte rápidamente y establecer una relación con nuestros socios.

Sabes que el momento de la verdad ocurre en terreno (

es donde será gran parte del trabajo

).

Tener seguro escolar vigente y certificado de alumno regular en carrera universitaria relacionadas con la tarea.

Nuestros valores

Intensos 🌶️: Transmitimos pasión por nuestra misión en todo lo que hacemos y a todos con quienes nos rodeamos. Buscamos constantemente formas de mejorar nuestro juego.

Lideramos con el corazón 💚: Nos cuidamos como equipo y creemos que la energía colaborativa y positiva es la mitad del camino.

Ágiles y flexibles 🏃🏻🏃🏻‍♀️: Los desafíos son un recordatorio para el equipo de que somos capaces de planificar y ejecutar rápidamente para generar aprendizajes constantes que nos permiten estar en constante movimiento.

Usamos todo el tallo: Creemos que todos los recursos son valiosos y deben ser correctamente aprovechados, evitando el desperdicio en todas sus formas.

Lo que ofrecemos

Contrato de prácticas universitarias.

Tendrá la oportunidad de ser parte de un Start-Up en etapa temprana de de rápido crecimiento con un impacto ambiental y social muy real.

Además de cultivar una cultura de equipo increíble, nos preocupamos de tu crecimiento personal y profesional dándote la oportunidad de trabajar con una mezcla diversa de personas talentosas.

Te inspiramos para que subas la vara y seas la mejor versión de ti mismo brindándote el equilibrio adecuado de libertad y estructura, y asegurándonos de traer mucha diversión.

Cómo postular

Nos tomamos muy en serio las contrataciones, así que lee atentamente todo lo que hemos escrito anteriormente. Consulta también nuestro sitio web y las redes sociales para tener una buena descripción sobre GoodMeal.",,https://cl.linkedin.com/jobs/view/sales-specialist-intern-pr%C3%A1ctica-profesional-at-goodmeal-2564432918?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=NtjN4t%2FVyHTQmYl78WEh8g%3D%3D&position=3&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4E0BAQESRcv-i5U5NQ/company-logo_100_100/0/1617024262066?e=1631145600&v=beta&t=6m-RnOZlvLytY1PaBm1lLodEvDWuuOJpVxnEfoh3P6g
2551232230,2021-05-19,DiDi,Business Analyst Intern (Students Only),"Business Analyst Intern

 

Being part of the Business Analyst team will give you the unique opportunity to help drive growth in one of the fastest growing companies ever. This data driven role calls for a rare combination of consumer inspired analytical thinking & inter-personal ability to manage partnerships. You will have the opportunity to work in a tight team, where you will launch, build and run DiDi's business in Chile. Be prepared for a hectic, fast paced and challenging environment. Never a dull moment.

 

Our Business Analyst Intern will be part of a world class team which is the heart of our expansion team. The ideal candidate for this role should have strong strategic thinking, analytical skills, excellent time-management and organizational habits. You will be constantly seeking solutions that scale, while overseeing the growth of our business. You will contribute directly to DiDi growth in Chile!

 

WHAT YOU WILL DO:

·    

  Insightful operation: Build deep insights and understanding of the ride-hailing business from different fields, such as pricing, rider economy, driver economy, marketplace trading policy design, customer lifecycle management, and be data driven ALWAYS.

·      Data Analytics: data masters with Excel data processing and analyzing

·      Ensure collaboration with other teams to improve operational productivity & user experience.

·      Balance attention to detail with swift execution - we need to do things quickly, and we need to do them well. Balancing those can be challenging, but this should be our strength.

 

WHAT YOU WILL NEED:

 

·   

   Experience or desire to learn how to use data-based decision-making, exercising good judgment in ambiguous circumstances, and effectively communicating across a diverse team.

·      Strong Excel skills a must. 

·      Proven to be self-motivated, self-directed, and eager to take ownership of tasks to ensure solutions.

·      Excellent organization and time management systems for yourself and your employees.

·      Clear Communicator - you are a clear and concise communicator with the ability to synthesize a lot of information quickly and highlight the key insights.

·      Proficiency in English & Spanish. 

 

 

﻿Diversity goes beyond ethnic, physical, sexual, sensory and gender differences! Our goal is to cultivate an inclusive environment by focusing on high performance and valuing diversity in our work environment. We respect and value the differences!

 

Come and be part of a diverse environment where your ideas and opinions will always be heard. Inclusion and diversity are in our recruitment principles.",Otro,https://cl.linkedin.com/jobs/view/business-analyst-intern-students-only-at-didi-2551232230?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=1GiP7d7tiO0grs4vh06RAA%3D%3D&position=4&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C560BAQFPGanTrZGjGA/company-logo_100_100/0/1618814494986?e=1631145600&v=beta&t=dckYTlG-aGkKWQrlRvIWkpvsuNhOwy1P-3eXmRmW2Zw
2452551087,2021-02-19,Selina,"Sales and Marketing (Internship Opportunity) Pucon, Chile","Description

WANT TO MIX A GREAT WORK EXPERIENCE WITH AN AMAZING LIFE EXPERIENCE?

Seize this unique opportunity to work for Selina, one of the world’s fastest-growing lifestyle hospitality brands!

What is Selina?

Our Mission is to inspire authentic and meaningful connections.

Selina was born out of a desire to celebrate the nomadic lifestyle: to experience our planet’s most beautiful places, to build community, to engage with locals and fellow travelers, to work and enjoy new adventures.

Our internal ecosystem consists of Hospitality, Food & Beverage, Tours, Wellness, Education, Construction, Real Estate, CoWorking, Art & Design, Community Outreach, Education, Surf, Sales, Marketing, and Technology.

At Selina, every challenge is a wave desiring to be ridden and since 

we're all equal before a wave 

our team is always ready to take them and succeed. But always remember… The best surfer out there is the one having the most fun.

Summary

We offer a learning development program where you can transform your classroom knowledge and develop your skills throughout all areas in the hospitality industry.

As a Sales And Marketing Rockstar, You Will

Sourcing new tour products and destinations to meet consumer demands.

Support the sale & marketing process for all activities in CR.

Overseeing the smooth, efficient running of the business.

Coaching all location staff in selling and cross-selling

Optimize processes.

Support in the creation of marketing initiatives for all products in the location with the support of the Country Sales & Marketing coordinator and external vendors

Support on the location’s social media and all promotional material

Analyze data and provide reports with conclusions

Payments to suppliers control.

Besides The Selina Ultimate Learning Experience... You Also Receive

30% discount at all Selina locations.

20% discount in Selina’s F&B.

20% discount for your family and friends.

Certificate of completion of the internship.

Full free access to the Selina CoWork spaces, culture and wellness activities where you will connect with our unique environment and community.

You will have the support of your Manager and location team while leading and implementing a real-life industry project that will make a direct impact in Selina’s operation.

Certification in a variety of hospitality areas through Selina online training.

Three free nights at any Selina hotel location around the world (in dorms).

Possibility to stay at Selina in one of the best touristic locations in the world.

Great opportunities to develop your career due to our constant growth.

It Only Takes To Be

Currently enrolled in Chilean University

Able to provide a university letter confirming the internship period

Ready to learn and have fun but more importantly to immerse into a brand-new definition of Hospitality.

This will be unlike any other internship! You’ll have fun, gain incredible experience, and learn constantly. 

Are you in?","Ventas, Desarrollo empresarial",https://cl.linkedin.com/jobs/view/sales-and-marketing-internship-opportunity-pucon-chile-at-selina-2452551087?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=RwO3OIYY5dpW%2BeU0drJP%2FQ%3D%3D&position=5&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp1.licdn.com/dms/image/C4E0BAQF4S_mDwoGnmQ/company-logo_100_100/0/1617034335826?e=1631145600&v=beta&t=u7dYWGo72a4ufYh0Fvj8qVrZusQ_ai4wehFhfu0V-Dw
2573326606,2021-05-22,Kimberly-Clark,"Prácticas Chile - BI, Revenue y Marketing","Job Description

Si eres estudiante universitario y quieres dar tus primeros pasos en el mundo laboral, esta es tu oportunidad.

En Kimberly- Clark estamos en la búsqueda de practicantes para las siguientes áreas:

 Marketing 

 Business Intelligence 

 Revenue Management 

Requisitos

 Estudiantes de carreras afines (Ingeniería Civil, Ingeniería Comercial, Ingeniería Industrial, Comunicación o carreras relacionadas)

 Disponibilidad para trabajar en horario full time (9 a 18 hs) durante al menos los próximos 6 meses

 Muy buenas habilidades comunicacionales e interés por el aprendizaje constante

Te invitamos a sumarte a esta experiencia para que puedas ser parte de proyectos desafiantes dentro de una empresa globalmente reconocida y con más de 135 años innovando en el mercado

Global VISA and Relocation Specifications:

Primary Location

Chile- Santiago

Additional Locations

Worker Type

Employee

Worker Sub-Type

Intern/Student

Time Type

Full time",Otro,https://cl.linkedin.com/jobs/view/pr%C3%A1cticas-chile-bi-revenue-y-marketing-at-kimberly-clark-2573326606?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=PDd1x6GA4TVMmpMy0ltqBQ%3D%3D&position=6&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C560BAQFahtjOdf_ETQ/company-logo_100_100/0/1542208571146?e=1631145600&v=beta&t=NYkw2NsAZqieCilv5-ipw2pfOVuWNDRBf4MwL2Upd_I
2551339774,2021-05-15,Futergia SpA,Project Intern,We are looking for final year engineering students to evaluate the technical and financial feasibility of large energy storage systems. The work will consist mostly on gathering information to feed our models and refine the algorithms.,,https://cl.linkedin.com/jobs/view/project-intern-at-futergia-spa-2551339774?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=GvTUsxfYPbkZ6UqH0b29dA%3D%3D&position=7&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://static-exp1.licdn.com/sc/h/9rxpcj33wtsq3w7nxb3u3ku6e
2580430038,2021-06-06,McKinsey & Company,Client Finance Intern (12-18 months),"Qualifications

University student pursuing a degree in business, economics, accounting, engineering or analytics-related areas with expected graduation until July 2022

General knowledge of finance

Professionalism and demeanor to positively represent our firm

Advanced skills in Excel and basic PowerPoint

Strong customer service orientation

Ability to work well in a team environment

Ability to work on multiple projects at the same time

Strong relationship building skills

Strong verbal and written communication skills

Fluency in English

What You'll Do

You will provide analytical support, process improvement and report automation for the Client Finance team.

In this role, you will generate financial reports with outstanding billings, collections, office performance KPIs and project economics metrics. You will also support routine reporting including structuring reports and identifying improvement opportunities. You will communicate suitable solutions with stakeholders to address efficiency of improvement initiatives.

You will also serve as a key contact to advise team members and other stakeholders on questions regarding analysis particularly in areas of specialization in this department. You will also synthesize analytical findings, share results and actively contribute to strategic discussions and initiatives.

This internship opportunity is for a period of 12-18 months, depending on the candidate's availability.

Who You'll Work With

You’ll work in our Santiago, Chile office as part of our Latin America Client Finance team.

You will support the client finance team members in billing, collections, forecasting of potential reserves/provision and consultants timesheet adjustments as well as drive analyses to improve service levels with the guidance from senior finance team members and project leaders.","Finanzas, Ventas",https://cl.linkedin.com/jobs/view/client-finance-intern-12-18-months-at-mckinsey-company-2580430038?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=UiZhbanLjGiqb4J2p%2B4Gxw%3D%3D&position=8&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4D0BAQEdH7odsEpdcA/company-logo_100_100/0/1622553627112?e=1631145600&v=beta&t=CVySWQVPPXk3l9KvwJGPx4jO4A0_LsW0DmyItBJUziU
2550430246,2021-05-15,Procter & Gamble,Finance Internship,"P&G was founded over 180 years ago as a simple soap and candle company. Today, we’re the world’s largest consumer goods company and home to iconic, trusted brands that make life a little bit easier in small but meaningful ways. We’ve spanned three centuries thanks to three simple ideas: leadership, innovation and citizenship.

The insight, innovation and passion of hardworking teams has helped us grow into a global company that is governed responsibly and ethically, that is open and transparent, and that supports good causes and protects the environment.

This is a place where you can be proud to work and do something that matters.

At P&G, we offer you an exciting internship program where from DAY 1 you will have commitments and develop different and relevant projects. If you are a leader, who prioritize, honor commitments, and to work efficient with a diverse group of people, you need to be part of our internship program!

As a P&G Finance Intern, You Will

Finance & Accounting at P&G plays a leadership role in strategy setting, decision-making, business planning and analysis across all aspects of the business.

Lead Company efforts in Tax, Treasury, M&A, Corporate Strategy, Accounting and Internal Controls.

Collaborate with a multi-functional team responsible for a brand, a service, or a key project.

You will make finance recommendations for a category (e.g.: Laundry with Ariel, Oral Care with Oral-B, Hair Care with Head & Shoulders etc.). Your mission will be to improve turnover and finance fundamentals by suggesting strategic choices in terms of budget, assortment and promotion.

Benefits

Monthly gross salary of 712,000.00 CLP

Employment contract for the duration of the practice

High impact projects

Excellent work environment and organizational culture.

Flexible hours (20-40 hours per week)

Monetary contribution for People of Regions

Activities of our wellness program

Why

work

at

P&G?

The development of our talents is a priority - we have a culture of growth and internal promotion that differentiates us. We demonstrate the strengths of our employees and develop them to become phenomenal leaders, reaching the highest levels of management. In addition, diversity is very important for us: we seek the most diverse talent so that we always know how to innovate, exceeding the expectations of our 5 billion consumers. Therefore, working at this company is the best opportunity to do what you love, with constant challenges and to be recognized for its results. More than that, it's the ideal opportunity to help us touch and improve billions of lives around the world, every single day.

Qualifications

Requirements

Legally eligible to work in Chile.

Intermediate / advanced level of English.

Active student in his/her senior year of study (6-18 months until graduation).

Availability of at least 6 months","Finanzas, Ventas",https://cl.linkedin.com/jobs/view/finance-internship-at-procter-gamble-2550430246?refId=H1NryaA5fUq1yDNvcks4Ew%3D%3D&trackingId=niFNB0HpdGxx2pG%2BC9t78w%3D%3D&position=9&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,https://media-exp3.licdn.com/dms/image/C4E0BAQGMf2S5oM84FQ/company-logo_100_100/0/1611066356544?e=1631145600&v=beta&t=x_DeQ9hMOnWX0LXxN4YqTV77xD_r0cVt7llqD0JBFLY
